iso3,pais,ano,valor
TTO,Trinidad e Tobago,2001,0.721
TTO,Trinidad e Tobago,2002,0.73
TTO,Trinidad e Tobago,2003,0.74
TTO,Trinidad e Tobago,2004,0.75
TTO,Trinidad e Tobago,2005,0.756
TTO,Trinidad e Tobago,2006,0.766
TTO,Trinidad e Tobago,2007,0.774
TTO,Trinidad e Tobago,2008,0.782
TTO,Trinidad e Tobago,2009,0.782
TTO,Trinidad e Tobago,2010,0.789
TTO,Trinidad e Tobago,2011,0.792
TTO,Trinidad e Tobago,2012,0.796
TTO,Trinidad e Tobago,2013,0.802
TTO,Trinidad e Tobago,2014,0.805
TTO,Trinidad e Tobago,2015,0.808
TTO,Trinidad e Tobago,2016,0.806
TTO,Trinidad e Tobago,2017,0.806
TTO,Trinidad e Tobago,2018,0.803
TTO,Trinidad e Tobago,2019,0.805
TTO,Trinidad e Tobago,2020,0.8
TTO,Trinidad e Tobago,2021,0.796
TTO,Trinidad e Tobago,2022,0.805
TTO,Trinidad e Tobago,2023,0.807
