id,status,erro,data
idh,ok,,20260914
pib_pc_ppp,ok,,20260914
pib_por_ocupado,ok,,20260914
hci,ok,,20260914
energia_importada,ok,,20260914
divida_publica,ok,,20260914
wgi_rule_of_law,ok,,20260914
solar_capacidade,ok,,20260914
solar_geracao_share,ok,,20260914
renovaveis_geracao_share,ok,,20260914
tarifa_eletricidade,ok,,20260914
armazenamento_projetos,ok,,20260914
populacao,ok,,20260914
cambio_jmd_usd,ok,,20260914
